Key Skills,Candidate name
" Web development, Analytics, Healthcare, Software design, Monitoring, JIRA, Computer science, Backend, Inside sales, Cloud",User_316
" Team Management, Advisory Services, General Insurance, Sales Initiatives, Financial Products, Distributor Sales, Branch Sales, Sales Development, Motor Insurance, Marketing",User_317
" clinical pharmacy, mr, sales officer, territory executive, business development, sales executive",User_318
vide,User_319
" sap, procurement, scm, material, sheetmetal, sheet metal, purchase, VD, vendor development, sourcing, BOP",User_320
" Angularjs, CSS, Core Java, DOM, Computer Science, Javascript, HTML, Spring, Ajax",User_321
" data analysis, Admissions, placements, Help Desk, access controls, Asset Management",User_322
" academic research, accounting, taxation, ifrs, us gaap, international taxation, cost accounting, company secretary, auditing, company law, corporate law, icwa, cma",User_323
" marketing, bdm, sales, business development, it sales, ncr, hardware sales",User_324
" Outbound, Night shift, Service, English, process, Technical, Technical support, Inbound calls, Voice process, Group",User_325
" RT, PT, MPI, NDT Inspection, NDT Level, Diploma, Quality Inspection, Level Ii, Inspection Engineering, Mechanical Engineering, UT",User_326
" Customer service, Healthcare, Customer relationship, Windows, Graphic designing, CAD, Illustrator, Customer satisfaction, Application software",User_327
" BPO, any graduate, Voice Process, Voice Support",User_328
" Outbound, Antivirus, Comp, Technical support, Technical Support Associate, technical sales associate, Sales, Technical Associate, Voice support, Inbound calls",User_329
" Equipment Maintenance, Hydraulics, Inventory Management, Management Skills, Maintenance Head, Electricals",User_330
" hive, apache, itil process, hadoop, big data, aws, core java",User_331
" motor insurance, insurance sales, insurance broking, general insurance",User_332
"SQL,Hibernate,Multithreading,OOAD,Eclipse,Business process,Outsourcing,Version control,Memory management,Control system",User_333
" CATIA, AutoCAD, Pressure vessels, Mechanical, Primavera, PSCAD",User_334
" Team Management, Project Execution, Program Management, Customer Experience, Data Analytics, Supply Chain, Operations Planning",User_335
" business development management, Sales Management",User_336
" Outbound Sales, tele sales, Sales Executive Activities",User_337
" Technical support, Outbound, Comp, Technical, Domestic BPO, US shift, process, Inbound calls, Bonus",User_338
" Operations, Inventory Management, Vendor Management, Bhm, Hospitality, Front Office, Guest Relations, Hospitality Management, hotel management",User_339
" financial s, windows, android, mobile development",User_340
" Hardware Board Design, Mixed Signal, Design Engineering",User_341
" environment, functional, operations, business, verbal communication, coaching, analytical skills",User_342
" Screening, Linkedin, IT Recruitment, hr recruitment, Database, recruiter, Sourcing, Interviewing, Recruitment",User_343
" java, linux, server, development, eclipse ide, c, technical, mobile, eclipse, objective c, usability, ui, design, debugging, backend, developer, programming, applications",User_344
" Retail Sales, Sales Executive Activities, Revenue Generation, Inhouse Sales",User_345
" BPO, Customer Support, international bpo, Voice Process, International Voice, International Voice Process",User_346
" J2Ee, Core Java, jQuery, ERP, Tomcat, Eclipse, Open source, Selenium, Computer science, OFBIZ",User_347
" Android Development, Android Studio, Java, Troubleshooting, API Testing, API",User_348
" Counselor, Mentor, Trainer, Advisor, Teaching",User_349
" lead generation, branding, business development, Sales Management, market research, competitive intelligence, market analysis, Marketing",User_350
" Wireless, Automation, Simulation, Networking, Aerospace, FPGA, Coding, System verilog, Automotive, Physical design",User_351
" hr, recruitment, recruiter, hiring, head hunting, leadership, mass hiring, volume hiring, bulk hiring, team leader, senior, tl, non it, it recruitment, technical hiring, it recruiter, bfsi, engineering, manufacturing, insurance, bpo, IT",User_352
 Associate,User_353
" Receptionist, Administration, Front Desk, Travel Arrangements, Front Office, Computer Operating",User_354
" javascript, html, sql server, ajax, jquery, soa, oop, english, proactive, asp net c",User_355
" marketing executive, Sales, distributors, customer profiling, sales strategy, market research, Business Development, sales executive",User_356
" QMS, Impex, Environmental Management System, Warehouse Management System, Export Import Logistics",User_357
" Java, core java, J2EE, Hibernate, Spring, LDAP, ADFS, Json, SOAP, jQuery, REST, Javascript, Java Web Services, Java Api, Advanced Java, MVC, Web Services, Open Source, SOA, Cloud, spring integration",User_358
" spring boot, spring security, spring mvc",User_359
" Dynamics CRM, .Net, Azure, Visual Studio, Microsoft Dynamics, Solution Management, Root Cause, microservices, .NET development",User_360
vide,User_361
" Marketing Strategy, Strategic Thinking, Interpersonal Communication, Sales, Promotions, Accounting, Account Management, Team Leading, Business Development Management, Advertising",User_362
"O2C,OTC,Order Management,Credit Management,Communication Skills",User_363
" visualization, m e p, modeling, drafting, design development, drawings, cad, preparation, quality",User_364
" pnr, primetime, sta, floorplan, timing closure, synthesis, vlsi, Physical design, floor planning",User_365
 Assistant Manager Purchase,User_366
" SQL, Python, Analytics, Machine learning, Solution architecture, Analytical, SCALA, Cosmos, Programming, Data warehousing",User_367
" BPO, Transactional Quality, Quality Management, Quality manager, manager Quality",User_368
vide,User_369
" IIS, Exchange Server, Windows Server, WSS, Sharepoint, Active Directory",User_370
" pharma chemicals, business development, api, intermediates, sales",User_371
" Hibernate, Design Patterns, Cloud, Spring Boot, Team Leader, core java, Web Services, Microservices",User_372
" Exadata, performance tuning, 11g, patching, sql, dataguard, rac, cassandra, oracle database, Weblogic, ebs, asm, apps dba, cloning",User_373
" hospital, pharma, pharmacy",User_374
" Sales, insurance sales, agency sales, Direct sales, life advisor, channel sales, life insurance advisor, life insurance, agency",User_375
" Training Needs, Soft Skills, Accent, HR, Feedback, Coaching, Customer Service, Process Compliance",User_376
" Real Estate Construction, Project Management, Interpersonal Communication, Communication Skills, Project Manager, Project Coordinator, site coordinator",User_377
" Graphics, Multimedia, Visualization, Infographics, Social Media, Adobe After Effects, Protools, Photoshop, Graphic Designing, English Language",User_378
" international bpo, Chat Process, voice based process, tele caller, process developer, Sales, b.a, exl, communication skills, Ba, Blended Process, bba, wipro, tcs, bbm, customer support, bcom, cse, accenture, Fresher, wns",User_379
" project support, Banking, Maya, E-commerce, big data",User_380
" Networking, It Asset, Antivirus, Hardware Troubleshooting",User_381
" Procurement, Business process, IT services, Automation, data services, Master data management, Consulting, Vendor, Troubleshooting, Business Executive",User_382
" Recruitment, Outbound, Technical support, English, Comp, Email, Troubleshooting, Domestic BPO, International BPO, Inbound calls",User_383
" Photoshop, Illustrator, Fine arts, Software design, User interface designing, game development, creative content, Supervision, Relationship Executive, Business Executive",User_384
" marketing, project management, PR, project planning",User_385
" Leadership training, Software development life cycle, Management",User_386
" Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle, assembly language, Real Time Operating Systems",User_387
" apache camel, Administration, Technical Support, redhat, Activemq",User_388
" customer profiling, market research, sales executive, marketing executive, distributors, sales strategy, Business Development",User_389
" customer segmentation, Brand management, Strategic partnerships, Brand marketing, Consumer insights, Performance appraisal, Operations, Promotional strategies, Marketing strategy, Recruitment",User_390
" Negotiation, Marine Operation, Oracle Fusion, Manufacturing, Inventory",User_391
" Fire Safety, fire, Senior Management",User_392
" Unix, data science, SQL, Linux, SAS, HTML, Perl, SDLC, Android, Python",User_393
"Installation,Breakdown Maintenance,Preventive Maintenance",User_394
" dot matrix, printer, printer support, Laserjet, Hardware",User_395
" Outbound, Technical Support Associate, Email, Technical, US shift, Medical, Antivirus, Troubleshooting, Technical support, Comp",User_396
" Reporting, Data Analysis, Business Analytics, Data Analytics, kpo",User_397
" HTML, XML, Ajax, rest, Prototype, technical, developing, JSON, application architecture, SDLC, javascript, jQuery, Web services, java, application, web, design, Web designing, architecture, applications",User_398
" us it recruiter, us it recruitment, us it staffing, us staffing, us technical recruiter, us recruitment",User_399
" service engineering, maintenance, breakdown, shutdown, amc, installation, repair, troubleshooting, field service engineer, Preventive Maintenance, breakdown maintenance, Field Engineer, Electrical Engineer",User_400
" enterprise sales, relationship building, new business, sales strategy, B2B Sales, marketing management, cross selling, product marketing, consultative sales, b2b marketing, service sales, Corporate Sales, Key Accounts Manager",User_401
" accounts executive, Accounting, accounts, finance",User_402
" inbound, costing, selling, good communication, good communication skills, tickets, tour, experience, manager, packages",User_403
" Monthly Reports, Maintenance, Technician Activities, Water Quality",User_404
"kaggle,NLP,data science,Artificial Intelligence,Natural Language Processing,analytical techniques,Text Mining,big data,machine learning,Deep Learning",User_405
" Talent Acquisition, Recruitment, HR, Campus Hiring, recruitment, recruiting",User_406
" Counselor, Mentor, Trainer, Advisor, Teaching",User_407
" project sales, Architects, Sales Operations, Sales Management, distributor, interior designers, Area Management, contractors, Area, Developers, consultants, dealer, territory management, Sales Manager",User_408
" Retail, marketing executive, distributors, customer profiling, sales strategy, SME, market research, Business Development, Operations, sales executive",User_409
vide,User_410
" Manager Sales, Sales Manager, assistant sales manager, MICE, Travel Agent, Senior Sales Executive, senior sales officer, Corporate Sales, Hotel Sales, Room Sales, Sales Executive",User_411
" data analysis, vba, macros, advanced excel, oracle sql, google analytics, business analysis, python, data mining, business analyst",User_412
" C#, CSS, XML, Asp Net, Javascript, Web Application, MS SQL Server, .Net, MVC, ASP.Net MVC, JQuery, Ajax",User_413
 land acquisition,User_414
" Java, Tomcat, Eclipse, OOPS, HTML, UNIX, SQL, DB2, Weblogic, XML, Flex, Oracle, PL",User_415
" cnc, cnc operator, cnc maintenance, cnc programming",User_416
" Medical Representative, Senior Executive",User_417
" Sales Engineer, solution architect, Presales, solution consultant, Technology Consultant",User_418
" Inside Sales, Lead Generation, Cold Calling, New Business, Customer Service, Proposal Writing, Follow Ups, Sales Executive Activities, Communication Skills, Convincing Power",User_419
" Customer Care, Inbound Process, Night Shift, Customer Care Executive, Customer Care Officer, BPO, Domestic BPO, International BPO",User_420
" Performance management, Analytical, Design development, Conceptualization, HR, Continuous improvement, Sales support, Recruitment, Testing",User_421
" Service delivery, Bfsi, enterprise mobility, Market intelligence, Tools, Application development, Sales process, microsoft, Middleware, Business Executive",User_422
 laundry,User_423
" TDS, Financial statements, Invoice processing, business opportunity, Interpersonal skills, Tally ERP, Accounting, Analytical, Accounts receivable, Recruitment",User_424
" ERP, Succession Planning, MIS, Reports, Talent Management, Human Resources, HR Policies, Recruitment, Talent Acquisition",User_425
" T-SQL, Web technologies, data manipulation, MIS, XML, Data structures, System Analyst, JSON, Scripting",User_426
" Audit, Credit Officers, Internal audit, Accounting, Finance, Tax, Accounts, Risk Management",User_427
" gsm, ethernet, development, optimization, product development, troubleshooting, gps, lcd, embedded, spi",User_428
" Fortigate, Networking, Routing, Hyper - V, Dlp, Sophos, Windows, Virtualization, Switching, Firewall",User_429
" Java, Spring Boot, Web Services, Microservices",User_430
" SQL, Android, jQuery, UML, Coding, Graphics, JSON, Test cases, System testing, SQLite",User_431
" HVAC, Architecture, Project management, CAD, thermal, Conceptualization, Instrumentation, Autodesk, Food processing, Project delivery",User_432
" electronic trading, structured finance, dcf, equity research, bloomberg, investment banking, business analysis, bonds, valuation, advanced excel, hedge fund, financial modelling, structured products, fixed income",User_433
"Product management,Analytical skills,software architecture,Prototype,Business analysis,Manager Technology,Outsourcing,Resource management,Operations,Solution architecting",User_434
" Sales Head, Hospitality, Office automation, Residential sales, Sales strategy, Bfsi, management, Real estate sales, Flex, Executive search",User_435
" biotechnology, microbiology, nursing, biomedical, medical coding, medical coder, pharmacy, life sciences",User_436
" Com, Application support, Email, SAP IS-Utilities, level, Billing, change, Service, CRM, Entry level",User_437
 Network,User_438
" ERP, RF, Action plan, Relationship, Software sales, Business planning, B2B Sales, RFQ, RFP, CRM",User_439
" Equity, Currency, Mutual Funds, Commodities, Stock Broking, New Client Acquisition, Business Generation, Channel Distribution, Team Management, team handling, sales",User_440
"Java,Trainer,Java,trainer,Trainer,java,Trainer,Java,Trainer,Java,Trainer,Java,Trainer,Java,Trainer,Java,Trainer,Java,Trainer,Java,Trainer,Java,Trainer,Java,Trainer,JAVA,TRAINER,JAVA,TRAINER,Java,Trainer,Java,Trainer,Java,Trainer,trainer,Trainer,Trainer,Java,Trainer,Java,Trainer,Trainer,Java,Java,Trainer,Java,Trainer,Java,Trainer,JAVA,TRAINER,Java,Trainer,Java,Trainer,Trainer,Trainer,Trainer,Trainer,Trainer,Trainer,Trainer,Java,Java,Java,trainer,Java,Java,Java,Trainer,JAVA,Java,Java,Trainer,Java",User_441
" Production Management, Weld Shop, Press Shop, pressing, sheetmetal",User_442
" Salesforce Developer, sfdc developer, Salesforce",User_443
" website, facebook, online, Twitter, seo, internet, search engine optimisation",User_444
vide,User_445
" head hunting, talent acquisition, Recruitment Executive, it recruitment, screening, technical recruitment, hiring, recruitment consultant, recruitment, sourcing, excel powerpoint, staffing",User_446
" SAP PLM, SAP MM, SAP EHS",User_447
" Microstrategy, Business Intelligence, Cognos, Business Objects, Tableau, AWS, Python, SQL",User_448
" Marketing, Event Management, Brand Management",User_449
" asp.net, ado.net, MVC",User_450
" SQL, Oracle, Cognos, Business intelligence, Automotive, Supply chain, DBMSTools, metadata",User_451
" Technical support, SAN, Veritas, Data management, NetBackup, Windows OS, WebEx, Unix operating system, TCP/IP, IT infrastructure",User_452
" Drupal, Linux, MySQL, Python, Consulting, Procurement, Monitoring, Front end, Backend, Django",User_453
" Presales, Real Estate Sales, Residential Sales, Sales Executive Activities",User_454
" b2b sales, team management, kam, commercial vehicle, sales strategy, enterprises sales",User_455
" Editing, proof reading, content writer, editor, Articles, Article Writing, Content Editor, Journalism, Mass Communication, Copywriter, Associate Editor, Sub Editor, English Writing, Research, Social Media",User_456
" set, eee, interpersonal skills, selling, sales marketing, travel, marketing management, hardware",User_457
" MySQL, Wordpress, Javascript, Flex, CMS, PHP, HTML, JSON, Joomla, Ajax",User_458
" MBBS, B.sc, Biotech, Dermatology, Rheumatology, ENT, BDS, Medicine, Pathology, Immunology, Medical Transcription, Radiology, Genetics, BAMS, MDS",User_459
" Help Desk, Customer Service, customer relationship, access controls, Asset Management, Vendor Management",User_460
" QA, Data management, GDB, Fixed income, Data quality, HTTP, Operations, Python",User_461
" back office processing, BPO, part time, data entry, computer operator, backend, non voice, chat process, account, marketing, inbound process",User_462
" shares, market research, communication skills",User_463
" SQL, NoSQL, R, Python, Scala, Data Visualization, Machine Learning, Data Science, Data Modeling, Algorithm",User_464
" international bpo, IT Helpdesk, freshers, customer care, international voice, call center, customer support, technical helpdesk, service desk, bpo fresher, uk, us, communication skills",User_465
vide,User_466
" jQuery, MySQL, Struts, Javascript, Database, JSF",User_467
" Business Development, Sales, Bde, New Business, Business Analyst, Business Development Manager, Business Development Executive, Senior Business Analyst, Sales Manager, Banker, Private Banker, Sales Officer",User_468
" Counselor, Mentor, Trainer, Advisor, Teaching",User_469
" sales engineer, Technical Sales, Sales Executive Activities",User_470
 Unix,User_471
" Interpersonal skills, Direct marketing, IT hardware, Management, Support Executive",User_472
" Analytical skills, Technical, Educational qualification, Stores, Management, Forecasting, Electricals, Inventory, Cables, Organization skills",User_473
" product management, product pricing, sales, market research, user experience, marketting, asm, tsm, sales manager",User_474
vide,User_475
" AutoCAD, Costing, Draughtsman, Civil, 3D",User_476
" Java, SOA, TDD, SaaS, J2EE, Spring Boot, API, Algorithm, Data Structure",User_477
" Mba Finance, Auditing, Internal Audit, SOX, Audit Compliance, Compliance",User_478
" Technical Management, Agile Methodology, Unit Testing, Design Development, Business Analytics, Big Data, SQL Queries, Spark, Performance Tuning, Test Case Design",User_479
" CSS, Html5, MySQL, Javascript, Bootstrap, JSON, Node.Js, JQuery, Core PHP, Ajax",User_480
" Javascript, SQL, Python, design studio, Strategy consulting, Front end, big data analytics, QlikView, MATLAB",User_481
" Tea, Coffee, Office Assistance, admin, office assistant, computer operator",User_482
" Oracle database, server, VB.NET, technical, tools, sql, Sql Server 2008, database, design, MS.net, Application development, Test cases, net, deployment, Automation, development, c, oracle, testing, specification, vb, quality, application, PLSQL, pl, support, WIP",User_483
" Change management, Excel, Customer satisfaction, Project management, Relationship building, HR policies, HR, Scheduling, Visio, Stakeholder management",User_484
" Business solutions, Project delivery, Conceptualization, Green field projects, Gap analysis, PDF, Regulatory compliance, account mining, Delivery Lead, Oracle Retail",User_485
" Accounting Entries, Debit, Communication Skills, Finance, Document Verification, Banking, Problem Solving, Open Office, Dispute Management",User_486
" Sql Server 2008, Cognos, MVC, SIDE, server, java, asp.net, Javascript, Problem, developer, ASP.Net MVC, sql",User_487
" JAVA, Java, Business Analysts, development, Architects, HTML, Lead Developers, SQL, XML, design, PHP, ios development, PL",User_488
vide,User_489
" Architect, Engineering Design, EPC, Civil",User_490
" access controls, Technology, Asset Management, Intellectual Property, Vendor Management, CRM",User_491
 oracle sales,User_492
" Sales, Marketing",User_493
" microsoft dynamics ax, strategy implementation, proposal development, business development, resource planning, cost management, enterprise applications, data integrity, microsoft applications, process design, technical consultant",User_494
" digital marketing, international sales, international marketing, international business development, business development, Export Marketing",User_495
" Unix, PDF, Deployment, Informatica, Oracle, Teradata, Troubleshooting, Data warehousing",User_496
" jQuery, Analytical, Wordpress, Conceptualization, Web designing, Photoshop, Business Executive, CSS3, Ideas",User_497
" Outbound, Night shift, Recruitment, iPhone, Email, US shift, Troubleshooting, Technical support, Comp, International BPO",User_498
